file_number,category,doc_type,order_date,url,extraction_method,all_amounts_found,fee_amounts_found,primary_amount,amount_type,matched_context,notes
LTB-L-020900-26,L4,ExParte Order,2026-03-10,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000vCJvqIAG/LTB-L-020900-26-EX.pdf,text,"[8661.26, 1715.47, 1995.23, 65.6, 1995.23, 1554.38, 65.6, 1715.47, 1995.23, 7.92, 65.6, 1554.38, 65.6]","[8661.26, 1554.38]",1715.47,arrears,"ng  Period  Amount  Amount owing from previous  order   Up to July 31, 2025     >>>$1,715.47<<<     New Arrears     August 1, 2025, to March 10,  2026     $(1,266.70)     Less",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-043685-26,L4,ExParte Order,2026-05-25,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N3000010OudGIAS/LTB-L-043685-26-EX - May 25 2026.pdf,text,"[2000.0, 2036.0, 2036.0, 2000.0, 65.75, 2000.0, 1638.44, 65.75, 2036.0, 1643.75, 2000.0, 41.31, 65.75, 1638.44, 65.75]",[2036.0],2036.0,arrears,"g  Period  Amount  Amount owing from previous  order   Up to April 30, 2026     >>>$2,036.00<<<     New Arrears     May 1, 2026, to May 25, 2026     $1,643.75     Less the ren",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-015688-26,L4,Order,2026-04-16,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000xUR2PIAW/LTB-L-015688-26-SA.pdf,text,"[629.9, 3779.4]",[],3779.4,other,"ments made by the Tenant between January 15, 2026 and April  5, 2026, totalling >>>$3,779.40<<< are to be applied to the damages as determined in LTB-L- 024481-25 and not to r","found in operative 'It is ordered that' section; single candidate amount, no strong keyword match"
LTB-L-098324-25,L4,Order,2026-03-24,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000w5HQFIA2/LTB-L-098324-25-SA.pdf,text,"[902.1, 100.42, 157.44, 125.33, 145.69, 130.02, 1561.0, 100.0, 61.0, 1561.0]",[],902.1,arrears,"o July 16, 2026.  9. As of the date of the hearing the Tenant owes the Landlord >>>$902.10<<< for unpaid water bills  that have been transferred to the Landlord’s property t",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-008823-26,L4,Order,2026-03-24,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000vsWdIIAU/LTB-L-008823-26-SA.pdf,text,[],[],,,,no dollar amount found
LTB-L-104073-25,L4,Order,2026-01-20,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000sIENCIA4/LTB-L-104073-25-SA.pdf,text,[],[],,,,no dollar amount found
LTB-L-104663-25,L4,Amended Order,2026-01-30,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000tC5PHIA0/LTB-L-104663-25-AM.pdf,text,"[600.0, 1131.52, 585.76, 915.0, 37.34, 1135.76, 1015.08, 37.34, 585.76, 1359.8, 915.0, 15.48, 37.34, 1015.08, 37.34]",[1131.52],1359.8,arrears,"ber 31, 2025     $585.76     New Arrears  December 1, 2025 to January  6, 2026  >>>$1,359.80<<<     Less the rent deposit:     -$915.00        Less the interest owing on the",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-042018-26,L4,ExParte Order,2026-05-19,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000zu5I9IAI/LTB-L-042018-26-EX.pdf,text,"[18897.0, 15397.0, 3009.0, 98.93, 3009.0, 12787.61, 98.93, 15397.0, 379.67, 44.0, 3009.0, 24.06, 98.93, 12787.61, 98.93]",[],15397.0,arrears,"eriod  Amount  Amount owing from previous  order   Up to September 30, 2025     >>>$15,397.00<<<     New Arrears     May 1, 2026, to May 19, 2026     $379.67  New NSF cheque ch",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-018308-26,L4,ExParte Order,2026-03-06,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000v74Z8IAI/LTB-L-018308-26-EX.pdf,text,[],[],,,,no dollar amount found
LTB-L-042059-26,L4,ExParte Order,2026-05-19,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000zvKlLIAU/LTB-L-042059-26-Signed.pdf,text,"[276.66, 2526.66, 26.66, 1050.0, 37.62, 1144.28, 1466.79, 37.62, 26.66, 0.0, 1050.0, 13.95, 37.62, 37.62]","[2526.66, 1466.79]",26.66,arrears,"Period  Amount  Amount owing from previous  order   Up to October 31, 2025     >>>$26.66<<<     New Arrears     November 1, 2025, to May 19,  2026     $(429.50)  New NSF c",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-033480-26,L4,ExParte Order,2026-04-20,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000y6YxNIAU/LTB-L-033480-26-EX.pdf,text,"[950.55, 5703.3, 4818.37, 1362.92, 45.35, 1379.5, 4094.71, 45.35, 4818.37, 664.67, 1362.92, 25.41, 45.35, 4094.71, 45.35]",[5703.3],4818.37,arrears,"g  Period  Amount  Amount owing from previous  order   Up to March 31, 2026     >>>$4,818.37<<<     New Arrears     April 1, 2026 to April 20, 2026     $664.67     Less the re",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-013531-26,L4,ExParte Order,2026-02-17,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000u5ee5IAA/LTB-L-013531-26-EX.pdf,text,"[50.0, 2170.0, 1855.0, 19.69, 599.0, 1590.73, 19.69, 1855.0, 19.69, 1590.73, 19.69]",[2170.0],1855.0,arrears,"ing  Period  Amount  Amount owing from previous  order   Up to May 31, 2025     >>>$1,855.00<<<     New Arrears     February 1, 2026, to February  17, 2026     $(264.27)     P",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-005563-26,L4,Order,2026-03-31,"https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000wnf76IAA/LTB-L-005563-26-SA - March 31, 2026.pdf",text,"[1501.0, 274.0, 60.0, 1715.21, 6157.95, 3532.0, 3532.0, 50.0]",[],1715.21,stated_total,"and $60.00 in  Ontario Trillium Benefit (OTB).   5. The lawful monthly rent is >>>$1,715.21<<<, starting March 1, 2026.  6. The parties agreed:     File Number: LTB-L-005563-","no operative section found, or it had no dollar mentions at all; fell back to full-document search; explicit stated-total phrasing (""...is \$X"")"
LTB-L-005800-26,L4,ExParte Order,2026-01-30,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000swmRnIAI/LTB-L-005800-26-EX - January 30 2026.pdf,text,"[214.51, 214.51, 0.13, 1250.0, 45.73, 1390.89, 1270.38, 45.73, 0.13, 1250.0, 1.65, 45.73, 1270.38, 45.73]","[214.51, 1270.38]",0.13,arrears,"Period  Amount  Amount owing from previous  order   Up to January 31, 2026     >>>$0.13<<<     New Arrears     January 1, 2026 to January  30, 2026     $(18.86)     Less",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-036490-26,L4,ExParte Order,2026-05-13,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000zV6IxIAK/LTB-L-036490-26-Signed.pdf,text,"[180.29, 2163.48, 2163.48, 1249.99, 46.48, 1413.87, 1494.93, 46.48, 2163.48, 604.24, 1249.99, 22.8, 46.48, 1494.93, 46.48]",[2163.48],2163.48,arrears,"g  Period  Amount  Amount owing from previous  order   Up to March 31, 2026     >>>$2,163.48<<<     New Arrears     April 1, 2026, to May 13, 2026     $604.24     Less the ren",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-027606-25,L4,Review Order,2026-04-13,"https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000xiWevIAE/LTB-L-001451-26-HR and LTB-L-027606-25-BIR-RV - April 13, 2026.pdf",text,"[33227.3, 11794.0, 2000.0, 4000.0, 4000.0, 1794.0, 16000.0, 35000.0, 11794.0, 1518.0, 49.91, 1518.0, 35612.0, 1365.0, 150.48, 33227.3, 49.91, 11794.0, 22948.78, 1365.0, 150.48, 49.91, 33227.3, 49.91]",[11794.0],33227.3,arrears,"e Landlord on or after April 25, 2026.  6. The Tenant shall pay to the Landlord >>>$33,227.30<<<*. This amount represents the rent  owing up to March 13, 2026, less rent deposi",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-035575-26,L4,ExParte Order,2026-04-27,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000ydTqnIAE/LTB-L-035575-26-EX.pdf,text,"[1915.3, 7769.64, 7769.64, 62.97, 1915.3, 9685.13, 62.97, 7769.64, 1915.49, 62.97, 9685.13, 62.97]",[7769.64],9685.13,arrears,"the Landlord on or after May 9, 2026.  5. The Tenant shall pay to the Landlord >>>$9,685.13<<<. (Less any payments made by the  Tenant after this application was filed on Apr",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-033889-26,L4,ExParte Order,2026-04-21,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000yCEeAIAW/LTB-L-033889-26-EX.pdf,text,"[1500.0, 2399.0, 899.0, 2399.0, 7332.0, 7332.0, 2410.69, 78.87, 2399.0, 5662.18, 78.87, 7332.0, 756.27, 2410.69, 15.4, 78.87, 5662.18, 78.87]",[7332.0],7332.0,arrears,"g  Period  Amount  Amount owing from previous  order   Up to March 31, 2026     >>>$7,332.00<<<     New Arrears     April 1, 2026, to April 21, 2026     $756.27     Less the r",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-041485-26,L4,ExParte Order,2026-05-19,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000zlB3LIAU/LTB-L-041485-26-Signed.pdf,text,"[1021.56, 8021.56, 7021.56, 1959.0, 64.41, 1959.0, 6233.04, 64.41, 7021.56, 1223.79, 1959.0, 53.31, 64.41, 6233.04, 64.41]",[8021.56],7021.56,arrears,"g  Period  Amount  Amount owing from previous  order   Up to March 31, 2026     >>>$7,021.56<<<     New Arrears     May 1, 2026, to May 19, 2026     $1,223.79     Less the ren",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-003295-26,L4,Order,2026-01-19,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000s9MzwIAE/LTB-L-003295-26-EX.pdf,text,"[2000.0, 6500.0, 6500.0, 1400.0, 46.03, 1400.0, 6086.86, 46.03, 6686.0, 874.57, 1400.0, 73.71, 46.03, 6086.86, 46.03]",[6500.0],6686.0,arrears,"Period  Amount  Amount owing from previous  order   Up to December 31, 2025     >>>$6,686.00<<<     New Arrears     January 1, 2026 to January  19, 2026     $874.57     Less t",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-005866-26,L4,Order,2026-01-30,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000sxrSbIAI/LTB-L-005866-26-EX.pdf,text,"[1500.0, 4906.95, 4139.67, 725.0, 28.48, 866.36, 3399.92, 28.48, 4139.67, 725.0, 2.79, 28.48, 3399.92, 28.48]",[4906.95],4139.67,arrears,"Period  Amount  Amount owing from previous  order   Up to November 30, 2025     >>>$4,139.67<<<     New Arrears     January 1, 2026, to January  30, 2026     $(11.96)     Less",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-003750-26,L4,Order,2026-03-13,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000vTOFuIAO/LTB-L-003750-26-SA s.pdf,text,[],[],,,,no dollar amount found
LTB-L-033006-26,L4,ExParte Order,2026-04-24,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000yYRWLIA4/LTB-L-033006-26-EX.pdf,text,[300.0],[],300.0,arrears,"2. The Landlord alleges that the Tenant breached the order by failing to make a >>>$300.00<<<  payment toward the arrears. However, I note that a previous ex parte order (LT","no operative section found, or it had no dollar mentions at all; fell back to full-document search; matched expected keyword for category"
LTB-L-025936-26,L4,ExParte Order,2026-03-30,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000wQRCvIAO/LTB-L-025936-26-EX.pdf,text,[],[],,,,no dollar amount found
LTB-L-006449-26,L4,Order,2026-01-27,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000srX0SIAU/LTB-L-006449-26-EX.pdf,text,"[1150.0, 8054.98, 2283.24, 2917.69, 93.83, 2854.13, 2685.56, 93.83, 2283.24, 3324.54, 2917.69, 4.53, 93.83, 2685.56, 93.83]",[8054.98],3324.54,arrears,", 2025     $2,283.24     New Arrears     July 1, 2025, to January 27,  2026     >>>$3,324.54<<<     Less the rent deposit:     -$2,917.69        Less the interest owing on the",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-018893-26,L4,ExParte Order,2026-03-06,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000uymKrIAI/LTB-L-018893-26-Signed.pdf,text,"[150.0, 834.23, 1520.61, 1520.61, 775.0, 27.43, 834.23, 1640.38, 27.43, 1520.61, 998.81, 775.0, 104.04, 27.43, 1640.38, 27.43]",[1520.61],1640.38,arrears,"e Landlord on or after March 18, 2026.  5. The Tenant shall pay to the Landlord >>>$1,640.38<<<*. (Less any payments made by the  Tenant after this application was filed on Ma",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-013685-26,L4,Order,2026-04-01,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000wodsrIAA/LTB-L-013685-26-SA.pdf,text,[],[],,,,no dollar amount found
LTB-L-013531-26,L4,Order,2026-03-30,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000web4HIAQ/LTB-L-013531-26-SA - March 30 2026 certified.pdf,text,"[50.0, 2170.0, 1855.0, 19.69, 599.0, 1590.73, 19.69, 1855.0, 19.69, 1590.73, 19.69]",[2170.0],1855.0,arrears,"ing  Period  Amount  Amount owing from previous  order   Up to May 31, 2025     >>>$1,855.00<<<     New Arrears     February 1, 2026, to February  17, 2026     $(264.27)     P",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-097652-25,L4,Order,2026-01-12,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000reOukIAE/LTB-L-097652-25-SA - January 12 2026.pdf,text,"[501.09, 500.0, 501.09, 3240.69, 267.58, 200.0, 1502.83, 3508.27, 3240.69]",[],3508.27,stated_total,"or their payment.  ($2005.44 still owing plus the November rent of $1,502.83 is >>>$3,508.27<<< - less the payment  of $3,240.69)  5. The Tenant admits that they have not yet","no operative section found, or it had no dollar mentions at all; fell back to full-document search; explicit stated-total phrasing (""...is \$X"")"
LTB-L-039097-26,L4,ExParte Order,2026-05-11,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000zSb3EIAS/LTB-L-039097-26-EX - May 11 2026.pdf,text,[1375.0],[],1375.0,other,"ied in the order:   The Tenant failed to pay to the Landlord the lawful rent of >>>$1,375.00<<< in full and on  time, on or before May 1, 2026.  It is ordered that:  1. Order","no operative section found, or it had no dollar mentions at all; fell back to full-document search; single candidate amount, no strong keyword match"
LTB-L-009597-26,L4,ExParte Order,2026-02-09,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000tSefZIAS/LTB-L-009597-26-EX.pdf,text,"[2486.0, 2486.0, 1330.0, 43.73, 1330.0, 571.26, 43.73, 2486.0, 1330.0, 28.31, 43.73, 571.26, 43.73]",[2486.0],2486.0,arrears,"Period  Amount  Amount owing from previous  order   Up to January 31, 2026     >>>$2,486.00<<<     New Arrears     February 1, 2026 to February  9, 2026     $(556.43)     Les",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-035337-25,L4,Review Order,2026-02-26,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000uQU8nIAG/LTB-L-035337-25-RV4-cert.pdf,text,"[1668.69, 607.0, 1668.69, 100.0, 15974.89, 1668.69]",[],15974.89,arrears,"es Act, 2006 (RTA).  12. At the time of the hearing, the Tenant owed arrears of >>>$15,974.89<<<, which would lead to a  payment plan of over 13 years. There was some evidence","no operative section found, or it had no dollar mentions at all; fell back to full-document search; matched expected keyword for category"
LTB-L-013017-26,L4,Order,2026-04-09,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000x0pdGIAQ/LTB-L-013017-26-SA Certified.pdf,text,"[414.44, 2300.0, 2802.6, 7485.42, 8472.28, 921.14, 32.44, 7299.42, 186.0, 7485.42, 8286.28, 186.0, 8472.28, 6312.56, 966.57, 86.01, 5259.98, 50000.0, 32.44]","[7299.42, 186.0, 7485.42, 8286.28, 186.0, 8472.28]",8472.28,arrears,"ril 30, 2026. See Schedule 1 for  the calculation of the amount owing.   OR  2. >>>$8,472.28<<< if the payment is made on or before May 31, 2026. See Schedule 1 for  the calcu",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-040827-26,L4,ExParte Order,2026-05-15,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000zfMJBIA2/LTB-L-040827-26-EX.pdf,text,"[1850.0, 12936.0, 12936.0, 1850.0, 60.82, 1850.0, 11858.86, 60.82, 12936.0, 912.3, 1850.0, 139.44, 60.82, 11858.86, 60.82]",[12936.0],12936.0,arrears,"g  Period  Amount  Amount owing from previous  order   Up to April 30, 2026     >>>$12,936.00<<<     New Arrears     May 1, 2026, to May 15, 2026     $912.30     Less the rent",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-018969-26,L4,ExParte Order,2026-03-09,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000uzFEpIAM/LTB-L-018969-26-EX - March 9 2026.pdf,text,"[250.0, 3786.8, 1711.8, 894.82, 32.23, 980.32, 112.62, 32.23, 1711.8, 20.0, 894.82, 34.11, 32.23, 112.62, 32.23]",[],1711.8,arrears,"Period  Amount  Amount owing from previous  order   Up to January 31, 2026     >>>$1,711.80<<<     New Arrears     March 1, 2026, to March 9,  2026     $(690.25)  New NSF che",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-004471-26,L4,Amended Order,2026-05-11,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000zCTHeIAO/LTB-L-004471-26-SA-AM.pdf,text,"[5917.95, 5917.95, 1200.0, 800.0, 717.95]",[],5917.95,arrears,"-26-SA-AM      Order Page 2 of 3       4. The Tenants shall pay to the Landlord >>>$5,917.95<<< as follows:  • The Tenants shall pay to the Landlord $1,200.00 on or before Feb",found in operative 'It is ordered that' section; matched expected keyword for category
